"entryACCESSION","entrez_symbol","entryTYPE","OMIM","UNIPROT","ROLE","pathway","source","activity","deviation","label"
"kegg_3714","JAG2","gene","602570|619566","Q9Y219",NA,"Pathways in cancer|Breast cancer|Notch signaling pathway","KEGG",1,0,"JAG2"
"kegg_3716","JAK1","gene","147795|618999","P23458|Q6P669",NA,"Pathways in cancer|Pancreatic cancer|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"JAK1"
"kegg_3717","JAK2","gene","133100|147796|254450|263300|600880|601626|614521","O60674|A8K910|B4DYV1",NA,"Pathways in cancer|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"JAK2"
"kegg_3718","JAK3","gene","600173|600802","A0A024R7M7|P52333","ONCOGENE","Non-small cell lung cancer|PI3K-Akt signaling pathway|Pathways in cancer|JAK-STAT signaling pathway","KEGG",1,0,"JAK3"
"kegg_8681","JMJD7-PLA2G4B","gene",NA,"P0C869",NA,"VEGF signaling pathway|MAPK signaling pathway","KEGG",1,0,"JMJD7-PLA2G4B"
"kegg_3725","JUN","gene","165160","P05412",NA,"Pathways in cancer|Colorectal cancer|Wnt signaling pathway|Renal cell carcinoma|Breast cancer|Apoptosis|Focal adhesion|MAPK signaling pathway|cAMP signaling pathway|Estrogen signaling pathway","KEGG",1,0,"JUN"
"kegg_3727","JUND","gene","165162","P17535",NA,"MAPK signaling pathway","KEGG",1,0,"JUND"
"kegg_3728","JUP","gene","173325|601214|611528","A0A0S2Z487|P14923",NA,"Acute myeloid leukemia|Pathways in cancer|Gastric cancer","KEGG",1,0,"JUP"
"kegg_2648","KAT2A","gene","602301","Q92830",NA,"Notch signaling pathway","KEGG",1,0,"KAT2A"
"kegg_8850","KAT2B","gene","602303","Q92831",NA,"Notch signaling pathway","KEGG",1,0,"KAT2B"
"kegg_3760","KCNJ3","gene","601534","P48549|D2X9V0|D2XBF0",NA,"Estrogen signaling pathway","KEGG",1,0,"KCNJ3"
"kegg_3762","KCNJ5","gene","600734|613485|613677","P48544",NA,"Estrogen signaling pathway","KEGG",1,0,"KCNJ5"
"kegg_3763","KCNJ6","gene","600877|614098","P48051",NA,"Estrogen signaling pathway","KEGG",1,0,"KCNJ6"
"kegg_3765","KCNJ9","gene","600932","Q92806",NA,"Estrogen signaling pathway","KEGG",1,0,"KCNJ9"
"kegg_3776","KCNK2","gene","603219","O95069|Q6ZW95|U3N834|U3N6F0",NA,"cAMP signaling pathway","KEGG",1,0,"KCNK2"
"kegg_3791","KDR","gene","191306|602089","A0A024RD88|P35968","ONCOGENE","Calcium signaling pathway|VEGF signaling pathway|PI3K-Akt signaling pathway|MAPK signaling pathway|Focal adhesion","KEGG",1,0,"KDR"
"kegg_9817","KEAP1","gene","606016","A0A024R7C0|Q14145","ONCOGENE","Hepatocellular carcinoma|Pathways in cancer","KEGG",1,0,"KEAP1"
"kegg_11127","KIF3A","gene","604683","B4DHG8|E9PES4|Q9Y496|J3KPF9|Q05CT3",NA,"Hedgehog signaling pathway","KEGG",1,0,"KIF3A"
"kegg_3798","KIF5A","gene","602821|604187|617235|617921","Q12840",NA,"Non-small cell lung cancer","KEGG",1,0,"KIF5A"
"kegg_3799","KIF5B","gene","602809","P33176|Q6P164|V9HW29","ONCOGENE","Non-small cell lung cancer","KEGG",1,0,"KIF5B"
"kegg_3800","KIF5C","gene","604593|615282","O60282|Q59GB8",NA,"Non-small cell lung cancer","KEGG",1,0,"KIF5C"
"kegg_374654","KIF7","gene","200990|607131|611254|614120","Q2M1P5",NA,"Pathways in cancer|Basal cell carcinoma|Hedgehog signaling pathway","KEGG",1,0,"KIF7"
"kegg_3815","KIT","gene","154800|164920|172800|273300|601626|606764","A0A024RDA0|P10721","ONCOGENE","PI3K-Akt signaling pathway|MAPK signaling pathway|Pathways in cancer|Breast cancer|Acute myeloid leukemia","KEGG",1,0,"KIT"
"kegg_4254","KITLG","gene","145250|184745|611664|616697","A0A024RBC0|P21583|A0A024RBF5",NA,"Pathways in cancer|MAPK signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"KITLG"
"kegg_354","KLK3","gene","176820","P07288|Q546G3",NA,"Pathways in cancer|Prostate cancer","KEGG",1,0,"KLK3"
"kegg_3827","KNG1","gene","228960|612358|619363","P01042",NA,"Pathways in cancer","KEGG",1,0,"KNG1"
"kegg_3845","KRAS","gene","108010|109800|114480|163200|190070|211980|260350|600268|601626|609942|613659|614470|615278","A0A024RAV5|P01116|I1SRC5|L7RSL8","ONCOGENE","Thyroid cancer|Apoptosis|Breast cancer|Pancreatic cancer|PI3K-Akt signaling pathway|Acute myeloid leukemia|Colorectal cancer|mTOR signaling pathway|Gastric cancer|Melanoma|VEGF signaling pathway|Chronic myeloid leukemia|Pathways in cancer|Prostate cancer|Hepatocellular carcinoma|Endometrial cancer|Non-small cell lung cancer|MAPK signaling pathway|Glioma|Estrogen signaling pathway|Bladder cancer","KEGG",1,0,"KRAS"
"kegg_3858","KRT10","gene","113800|148080|607602|609165","P13645",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT10"
"kegg_3859","KRT12","gene","122100|601687","Q99456",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT12"
"kegg_3860","KRT13","gene","148065|615785","P13646|A1A4E9",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT13"
"kegg_3861","KRT14","gene","125595|131760|131800|131900|148066|161000|601001","P02533",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT14"
"kegg_3866","KRT15","gene","148030","B3KVF5|P19012",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT15"
"kegg_3868","KRT16","gene","148067|167200|613000","P08779",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT16"
"kegg_3872","KRT17","gene","148069|167210|184500","Q04695|Q14666",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT17"
"kegg_3875","KRT18","gene","148070|215600","A0A024RAY2|P05783",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT18"
"kegg_3880","KRT19","gene","148020","P08727",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT19"
"kegg_54474","KRT20","gene","608218","P35900",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT20"
"kegg_25984","KRT23","gene","606194","Q9C075|A0A024R1X9|Q8TC04",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT23"
"kegg_192666","KRT24","gene","607742","Q2M2I5",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT24"
"kegg_147183","KRT25","gene","616646|616760","Q6ZPD6|Q7Z3Z0",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT25"
"kegg_353288","KRT26","gene","616675","Q7Z3Y9",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT26"
"kegg_342574","KRT27","gene","616676","Q7Z3Y8",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT27"
"kegg_162605","KRT28","gene","616677","Q7Z3Y7",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT28"
"kegg_3881","KRT31","gene","601077","Q15323",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT31"
"kegg_3882","KRT32","gene","602760","Q14532",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT32"
"kegg_3883","KRT33A","gene","602761","O76009",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT33A"
"kegg_3884","KRT33B","gene","602762","Q14525",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT33B"
"kegg_3885","KRT34","gene","602763",NA,NA,"Estrogen signaling pathway","KEGG",1,0,"KRT34"
"kegg_3886","KRT35","gene","602764","Q92764",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT35"
"kegg_8689","KRT36","gene","604540","O76013",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT36"
"kegg_8688","KRT37","gene","604541","O76014",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT37"
"kegg_8687","KRT38","gene","604542","O76015",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT38"
"kegg_390792","KRT39","gene","616678","Q6A163",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT39"
"kegg_125115","KRT40","gene","616679","Q6A162",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT40"
"kegg_3857","KRT9","gene","144200|607606","P35527",NA,"Estrogen signaling pathway","KEGG",1,0,"KRT9"
"kegg_C00788","L-Adrenaline","compound",NA,NA,NA,"cAMP signaling pathway","KEGG",1,0,"L-Adrenaline"
"kegg_C00062","L-Arginine","compound",NA,NA,NA,"mTOR signaling pathway","KEGG",1,0,"L-Arginine"
"kegg_C00123","L-Leucine","compound",NA,NA,NA,"mTOR signaling pathway","KEGG",1,0,"L-Leucine"
"kegg_C00547","L-Noradrenaline","compound",NA,NA,NA,"cAMP signaling pathway","KEGG",1,0,"L-Noradrenaline"
"kegg_284217","LAMA1","gene","150320|615960","P25391",NA,"Pathways in cancer|Small cell lung cancer|ECM-receptor interaction|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"LAMA1"
"kegg_3908","LAMA2","gene","156225|607855|618138","P24043|Q59H37",NA,"Pathways in cancer|ECM-receptor interaction|Small cell lung cancer|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"LAMA2"
"kegg_3909","LAMA3","gene","226650|226700|245660|600805","A0A0A6YYF2|Q16787|A0A0A0MSA0|A0A0A0MTS5",NA,"Pathways in cancer|Small cell lung cancer|ECM-receptor interaction|Focal adhesion|PI3K-Akt signaling pathway","KEGG",1,0,"LAMA3"
"kegg_3910","LAMA4","gene","600133|615235","A0A0A0MQS9|Q16363|A0A0A0MTC7|Q5D044",NA,"Pathways in cancer|ECM-receptor interaction|Small cell lung cancer|Focal adhesion|PI3K-Akt signaling pathway","KEGG",1,0,"LAMA4"
"kegg_3911","LAMA5","gene","601033","O15230",NA,"Pathways in cancer|ECM-receptor interaction|Small cell lung cancer|Focal adhesion|PI3K-Akt signaling pathway","KEGG",1,0,"LAMA5"
"kegg_3912","LAMB1","gene","150240|615191","P07942|Q8TAS6|G3XAI2",NA,"Pathways in cancer|Small cell lung cancer|ECM-receptor interaction|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"LAMB1"
"kegg_3913","LAMB2","gene","150325|609049|614199","A0A024R319|P55268",NA,"Pathways in cancer|ECM-receptor interaction|Small cell lung cancer|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"LAMB2"
"kegg_3914","LAMB3","gene","104530|150310|226650|226700","A0A0S2Z3R6|Q13751",NA,"Pathways in cancer|Small cell lung cancer|Focal adhesion|PI3K-Akt signaling pathway|ECM-receptor interaction","KEGG",1,0,"LAMB3"
"kegg_22798","LAMB4","gene","616380","A4D0S4|B4DTV7|B7ZMJ6|O95127|C9JMJ0",NA,"Pathways in cancer|Small cell lung cancer|ECM-receptor interaction|Focal adhesion|PI3K-Akt signaling pathway","KEGG",1,0,"LAMB4"
"kegg_3915","LAMC1","gene","150290","P11047|Q6NVY8",NA,"Pathways in cancer|Small cell lung cancer|ECM-receptor interaction|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"LAMC1"
"kegg_3918","LAMC2","gene","150292|226650|226700","Q13753",NA,"Pathways in cancer|ECM-receptor interaction|Small cell lung cancer|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"LAMC2"
"kegg_10319","LAMC3","gene","604349|614115","Q8N2D6|Q9Y6N6",NA,"Pathways in cancer|ECM-receptor interaction|Focal adhesion|Small cell lung cancer|PI3K-Akt signaling pathway","KEGG",1,0,"LAMC3"
"kegg_55004","LAMTOR1","gene","613510","Q6IAA8",NA,"mTOR signaling pathway","KEGG",1,0,"LAMTOR1"
"kegg_28956","LAMTOR2","gene","610389|610798","Q9Y2Q5",NA,"mTOR signaling pathway","KEGG",1,0,"LAMTOR2"
"kegg_8649","LAMTOR3","gene","603296","Q9UHA4",NA,"MAPK signaling pathway|mTOR signaling pathway","KEGG",1,0,"LAMTOR3"
"kegg_389541","LAMTOR4","gene","618834","Q0VGL1|A0A087WV46|A0A087WT92",NA,"mTOR signaling pathway","KEGG",1,0,"LAMTOR4"
"kegg_10542","LAMTOR5","gene","608521","A0A0C4DGV4|O43504",NA,"mTOR signaling pathway","KEGG",1,0,"LAMTOR5"
"kegg_3939","LDHA","gene","150000|612933","P00338|V9HWB9",NA,"HIF-1 signaling pathway","KEGG",1,0,"LDHA"
"kegg_160287","LDHAL6A","gene","618928","Q6ZMR3",NA,"HIF-1 signaling pathway","KEGG",1,0,"LDHAL6A"
"kegg_92483","LDHAL6B","gene",NA,"A0A140VJM9|Q9BYZ2",NA,"HIF-1 signaling pathway","KEGG",1,0,"LDHAL6B"
"kegg_3945","LDHB","gene","150100|614128","P07195|Q5U077",NA,"HIF-1 signaling pathway","KEGG",1,0,"LDHB"
"kegg_3948","LDHC","gene","150150","A0A140VKA7|P07864",NA,"HIF-1 signaling pathway","KEGG",1,0,"LDHC"
"kegg_51176","LEF1","gene","153245","Q659G9|Q9UJU2|A0A024RDI7",NA,"Pathways in cancer|Colorectal cancer|Hepatocellular carcinoma|Gastric cancer|Thyroid cancer|Acute myeloid leukemia|Basal cell carcinoma|Prostate cancer|Endometrial cancer|Breast cancer|Adherens junction|Wnt signaling pathway","KEGG",1,0,"LEF1"
"kegg_10637","LEFTY1","gene","603037","O75610",NA,"TGF-beta signaling pathway","KEGG",1,0,"LEFTY1"
"kegg_7044","LEFTY2","gene","601877","O00292|A0A024R3P5",NA,"TGF-beta signaling pathway","KEGG",1,0,"LEFTY2"
"kegg_3952","LEP","gene","164160|614962","A4D0Y8|P41159",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway","KEGG",1,0,"LEP"
"kegg_3953","LEPR","gene","601007|614963","P48357|Q4G138",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway","KEGG",1,0,"LEPR"
"kegg_C02165","Leukotriene B4","compound",NA,NA,NA,"PPAR signaling pathway","KEGG",1,0,"Leukotriene B4"
"kegg_3955","LFNG","gene","602576|609813","Q8NES3",NA,"Notch signaling pathway","KEGG",1,0,"LFNG"
"kegg_55366","LGR4","gene","606666|615311|619613","Q59ER8|Q9BXB1",NA,"Wnt signaling pathway","KEGG",1,0,"LGR4"
"kegg_8549","LGR5","gene","606667","O75473|A0A0A8K8C7",NA,"Wnt signaling pathway","KEGG",1,0,"LGR5"
"kegg_59352","LGR6","gene","606653","Q9HBX8",NA,"Wnt signaling pathway","KEGG",1,0,"LGR6"
"kegg_3972","LHB","gene","152780|228300","A0A0F7RQE6|P01229",NA,"cAMP signaling pathway","KEGG",1,0,"LHB"
"kegg_3973","LHCGR","gene","152790|176410|238320","P22888",NA,"cAMP signaling pathway|Calcium signaling pathway","KEGG",1,0,"LHCGR"
"kegg_3976","LIF","gene","159540","P15018",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway","KEGG",1,0,"LIF"
"kegg_3977","LIFR","gene","151443|601559","A8K1Z4|P42702","ONCOGENE","Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway","KEGG",1,0,"LIFR"
"kegg_3991","LIPE","gene","151750|615980","A8K8W7|Q05469",NA,"cAMP signaling pathway","KEGG",1,0,"LIPE"
"kegg_C00338","Lipopolysaccharide","compound",NA,NA,NA,"MAPK signaling pathway|HIF-1 signaling pathway","KEGG",1,0,"Lipopolysaccharide"
"kegg_4000","LMNA","gene","115200|150330|151660|176670|181350|212112|248370|605588|610140|613205|616516|619793","P02545|Q5TCI8",NA,"Apoptosis","KEGG",1,0,"LMNA"
"kegg_4001","LMNB1","gene","150340|169500|619179","B4DZT3|P20700",NA,"Apoptosis","KEGG",1,0,"LMNB1"
"kegg_84823","LMNB2","gene","150341|608709|616540|619180","Q03252",NA,"Apoptosis","KEGG",1,0,"LMNB2"
"kegg_4008","LMO7","gene","604362","F8J2B5|F8WD26|Q8WWI1|E9PMT2|A0A0A0MTE2",NA,"Adherens junction","KEGG",1,0,"LMO7"
"kegg_100653049","LOC100653049","gene",NA,"A0A140TA62|O76011",NA,"Estrogen signaling pathway","KEGG",1,0,"LOC100653049"
"kegg_102723407","LOC102723407","gene",NA,NA,NA,"PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"LOC102723407"
"kegg_1902","LPAR1","gene","602282","Q5VZX0|Q92633",NA,"Pathways in cancer|PI3K-Akt signaling pathway","KEGG",1,0,"LPAR1"
"kegg_9170","LPAR2","gene","605110","A0A024R7M9|Q9HBW0",NA,"Pathways in cancer|PI3K-Akt signaling pathway","KEGG",1,0,"LPAR2"
"kegg_23566","LPAR3","gene","605106","Q9UBY5",NA,"Pathways in cancer|PI3K-Akt signaling pathway","KEGG",1,0,"LPAR3"
"kegg_2846","LPAR4","gene","300086","Q99677","TUMOUR SUPPRESSOR","PI3K-Akt signaling pathway|Pathways in cancer","KEGG",1,0,"LPAR4"
"kegg_57121","LPAR5","gene","606926","Q5KU18|Q9H1C0",NA,"Pathways in cancer|PI3K-Akt signaling pathway","KEGG",1,0,"LPAR5"
"kegg_10161","LPAR6","gene","278150|609239","A0A024RDT2|B3KVQ5|P43657",NA,"Pathways in cancer|PI3K-Akt signaling pathway","KEGG",1,0,"LPAR6"
"kegg_23175","LPIN1","gene","268200|605518","Q14693",NA,"mTOR signaling pathway","KEGG",1,0,"LPIN1"
"kegg_9663","LPIN2","gene","605519|609628","Q92539",NA,"mTOR signaling pathway","KEGG",1,0,"LPIN2"
"kegg_64900","LPIN3","gene","605520","Q9BQK8",NA,"mTOR signaling pathway","KEGG",1,0,"LPIN3"
"kegg_4023","LPL","gene","144250|238600|609708","A0A1B1RVA9|P06858",NA,"PPAR signaling pathway","KEGG",1,0,"LPL"
"kegg_4036","LRP2","gene","222448|600073","P98164|Q7Z5C0|Q7Z5C1",NA,"Hedgehog signaling pathway","KEGG",1,0,"LRP2"
"kegg_4041","LRP5","gene","133780|144750|166710|259770|601813|601884|603506|607634|617875","O75197",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"LRP5"
"kegg_4040","LRP6","gene","603507|610947|616724","O75581",NA,"Pathways in cancer|Hepatocellular carcinoma|Gastric cancer|Breast cancer|Wnt signaling pathway|mTOR signaling pathway","KEGG",1,0,"LRP6"
"kegg_2615","LRRC32","gene","137207|619074","A0A024R5J7|Q14392",NA,"TGF-beta signaling pathway","KEGG",1,0,"LRRC32"
"kegg_4049","LTA","gene","153440|607507|608446|610988","P01374|Q5STV3",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"LTA"
"kegg_4050","LTB","gene","600978","Q06643|Q5STB2","ONCOGENE","Cytokine-cytokine receptor interaction","KEGG",1,0,"LTB"
"kegg_56413","LTB4R2","gene","605773","B4E292|Q9NPC1",NA,"Calcium signaling pathway","KEGG",1,0,"LTB4R2"
"kegg_4052","LTBP1","gene","150390|619451","Q14766|B7ZLY3",NA,"TGF-beta signaling pathway","KEGG",1,0,"LTBP1"
"kegg_4055","LTBR","gene","600979","P36941",NA,"Cytokine-cytokine receptor interaction|HIF-1 signaling pathway","KEGG",1,0,"LTBR"
"kegg_8379","MAD1L1","gene","176807|602686","Q9Y6D9",NA,"Cell cycle","KEGG",1,0,"MAD1L1"
"kegg_4085","MAD2L1","gene","601467","Q13257",NA,"Cell cycle","KEGG",1,0,"MAD2L1"
"kegg_10459","MAD2L2","gene","604094|617243","A0A024R4I4|Q9UI95",NA,"Cell cycle","KEGG",1,0,"MAD2L2"
"kegg_9223","MAGI1","gene","602625","Q96QZ7",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"MAGI1"
"kegg_9863","MAGI2","gene","606382|617609","B7Z4H4|Q86UL8",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"MAGI2"
"kegg_9794","MAML1","gene","605424","Q92585",NA,"Notch signaling pathway","KEGG",1,0,"MAML1"
"kegg_84441","MAML2","gene","607537","Q8IZL2","TUMOUR SUPPRESSOR","Notch signaling pathway","KEGG",1,0,"MAML2"
"kegg_55534","MAML3","gene","608991","Q96JK9|Q9NPV6",NA,"Notch signaling pathway","KEGG",1,0,"MAML3"
"kegg_5604","MAP2K1","gene","155950|163950|176872|615279","A4QPA9|Q02750|B4DFY5|H3BRW9","ONCOGENE","Hepatocellular carcinoma|Melanoma|Focal adhesion|Endometrial cancer|MAPK signaling pathway|Non-small cell lung cancer|Acute myeloid leukemia|Estrogen signaling pathway|Pancreatic cancer|Renal cell carcinoma|Prostate cancer|Breast cancer|mTOR signaling pathway|VEGF signaling pathway|Apoptosis|HIF-1 signaling pathway|Chronic myeloid leukemia|Gastric cancer|Thyroid cancer|Colorectal cancer|Pathways in cancer|cAMP signaling pathway|Glioma|Bladder cancer|PI3K-Akt signaling pathway","KEGG",1,0,"MAP2K1"
"kegg_5605","MAP2K2","gene","601263|615280","P36507",NA,"Acute myeloid leukemia|Pathways in cancer|Bladder cancer|Endometrial cancer|Colorectal cancer|Breast cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|Chronic myeloid leukemia|Melanoma|Renal cell carcinoma|Prostate cancer|Non-small cell lung cancer|Apoptosis|VEGF signaling pathway|MAPK signaling pathway|HIF-1 signaling pathway|mTOR signaling pathway|cAMP signaling pathway|PI3K-Akt signaling pathway|Estrogen signaling pathway","KEGG",1,0,"MAP2K2"
"kegg_5606","MAP2K3","gene","602315","P46734|Q6FI23",NA,"MAPK signaling pathway","KEGG",1,0,"MAP2K3"
"kegg_6416","MAP2K4","gene","601335","P45985","TUMOUR SUPPRESSOR","MAPK signaling pathway","KEGG",1,0,"MAP2K4"
"kegg_5607","MAP2K5","gene","602520","Q13163|A0A024R5X5|A0A024R5Y2",NA,"MAPK signaling pathway","KEGG",1,0,"MAP2K5"
"kegg_5608","MAP2K6","gene","601254","A0A024R8K3|A8K3Y2|P52564",NA,"MAPK signaling pathway","KEGG",1,0,"MAP2K6"
"kegg_5609","MAP2K7","gene","603014","B4DV95|O14733","TUMOUR SUPPRESSOR","MAPK signaling pathway","KEGG",1,0,"MAP2K7"
"kegg_4214","MAP3K1","gene","600982|613762","Q13233","TUMOUR SUPPRESSOR","MAPK signaling pathway","KEGG",1,0,"MAP3K1"
"kegg_4296","MAP3K11","gene","600050","A0A024R5E6|Q16584",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K11"
"kegg_7786","MAP3K12","gene","600447","Q12852|A0A024RAY5",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K12"
"kegg_9175","MAP3K13","gene","604915","O43283",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K13"
"kegg_9020","MAP3K14","gene","604655","Q68D39|Q99558",NA,"MAPK signaling pathway|Apoptosis","KEGG",1,0,"MAP3K14"
"kegg_10746","MAP3K2","gene","609487","A0A024RAH0|Q9Y2U5",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K2"
"kegg_51776","MAP3K20","gene","609479|616890|617760","Q9NYL2|D4Q8H0",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K20"
"kegg_4215","MAP3K3","gene","602539","J3KRN4|Q96HN9|Q99759",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K3"
"kegg_4216","MAP3K4","gene","602425","Q9Y6R4|Q9P1M2",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K4"
"kegg_4217","MAP3K5","gene","602448","Q99683",NA,"Apoptosis|MAPK signaling pathway","KEGG",1,0,"MAP3K5"
"kegg_9064","MAP3K6","gene","604468","O95382",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K6"
"kegg_6885","MAP3K7","gene","157800|602614|617137","O43318",NA,"Adherens junction|Wnt signaling pathway|MAPK signaling pathway","KEGG",1,0,"MAP3K7"
"kegg_1326","MAP3K8","gene","191195|211980","P41279|Q6FG25",NA,"MAPK signaling pathway","KEGG",1,0,"MAP3K8"
"kegg_11184","MAP4K1","gene","601983","Q92918",NA,"MAPK signaling pathway","KEGG",1,0,"MAP4K1"
"kegg_5871","MAP4K2","gene","603166","Q12851|A0A024R567",NA,"MAPK signaling pathway","KEGG",1,0,"MAP4K2"
"kegg_8491","MAP4K3","gene","604921","B3KMM5|Q8IVH8|A8K602",NA,"MAPK signaling pathway","KEGG",1,0,"MAP4K3"
"kegg_9448","MAP4K4","gene","604666","O95819|B7Z3V5|V9HWH3",NA,"MAPK signaling pathway","KEGG",1,0,"MAP4K4"
"kegg_5594","MAPK1","gene","176948|619087","P28482|Q1HBJ4|Q499G7","ONCOGENE","PI3K-Akt signaling pathway|Thyroid cancer|Endometrial cancer|Glioma|Pancreatic cancer|Acute myeloid leukemia|TGF-beta signaling pathway|Gastric cancer|VEGF signaling pathway|Apoptosis|HIF-1 signaling pathway|Colorectal cancer|cAMP signaling pathway|mTOR signaling pathway|MAPK signaling pathway|Adherens junction|Focal adhesion|Melanoma|Renal cell carcinoma|Breast cancer|Non-small cell lung cancer|Bladder cancer|Pathways in cancer|Estrogen signaling pathway|Hepatocellular carcinoma|Prostate cancer|Chronic myeloid leukemia","KEGG",1,0,"MAPK1"
"kegg_5602","MAPK10","gene","602897","A0A286YF97|P53779|Q499Y8|A8MWW6|A0A1P0B7D2|A0A286YFD7|A0A286YEQ7|D6RJF9|A0A286YFN2|A0A286YES0|I6L9F3|A0A286YF02|D6RCB1",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Wnt signaling pathway|MAPK signaling pathway|Apoptosis|cAMP signaling pathway|Focal adhesion","KEGG",1,0,"MAPK10"
"kegg_5600","MAPK11","gene","602898","Q15759",NA,"VEGF signaling pathway|MAPK signaling pathway","KEGG",1,0,"MAPK11"
"kegg_6300","MAPK12","gene","602399","P53778|Q6N076",NA,"MAPK signaling pathway|VEGF signaling pathway","KEGG",1,0,"MAPK12"
"kegg_5603","MAPK13","gene","602899","A0A024RD04|O15264",NA,"MAPK signaling pathway|VEGF signaling pathway","KEGG",1,0,"MAPK13"
"kegg_1432","MAPK14","gene","600289","L7RSM2|Q16539|A0A024RD15|B4E0K5",NA,"MAPK signaling pathway|VEGF signaling pathway","KEGG",1,0,"MAPK14"
"kegg_5595","MAPK3","gene","601795","P27361|Q9BWJ1|L7RXH5",NA,"Acute myeloid leukemia|Pathways in cancer|Colorectal cancer|Breast cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Thyroid cancer|Chronic myeloid leukemia|Melanoma|Renal cell carcinoma|Bladder cancer|Prostate cancer|Endometrial cancer|MAPK signaling pathway|Non-small cell lung cancer|mTOR signaling pathway|Adherens junction|Apoptosis|TGF-beta signaling pathway|HIF-1 signaling pathway|Focal adhesion|VEGF signaling pathway|Estrogen signaling pathway|cAMP signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"MAPK3"
"kegg_5598","MAPK7","gene","602521","A0A024QZ20|Q13164",NA,"MAPK signaling pathway","KEGG",1,0,"MAPK7"
"kegg_5599","MAPK8","gene","601158","A1L4K2|P45983",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Wnt signaling pathway|MAPK signaling pathway|Focal adhesion|Apoptosis|cAMP signaling pathway","KEGG",1,0,"MAPK8"
"kegg_9479","MAPK8IP1","gene","125853|604641","Q6NUQ9|Q9UQF2",NA,"MAPK signaling pathway","KEGG",1,0,"MAPK8IP1"
"kegg_23542","MAPK8IP2","gene","607755","Q13387",NA,"MAPK signaling pathway","KEGG",1,0,"MAPK8IP2"
"kegg_23162","MAPK8IP3","gene","605431|618443","E9PFH7|Q9UPT6|A0A087WYG2|B7ZMF3",NA,"MAPK signaling pathway","KEGG",1,0,"MAPK8IP3"
